Response_Time,Availability,Throughput,Reliability,Latency,Service_Name,node_id,Availability_norm,Throughput_norm,Reliability_norm,Response_Time_norm,Latency_norm,qos_score,display_id,list_id,list_rank
946.0,63.0,4.2,73.0,100.33,IDEC_GeoServeis,1899,0.6021505376344086,0.09534883720930233,0.7142857142857143,0.8164626353058048,0.9758266708533611,0.6412664472655953,Node_4,330,8
571.75,46.0,4.6,73.0,101.0,DpsService,1373,0.41935483870967744,0.10465116279069768,0.7142857142857143,0.8920279364464017,0.9756648390135504,0.5555184743218713,Node_6,330,9
503.0,16.0,5.0,67.0,43.71,Service,2449,0.0967741935483871,0.11395348837209303,0.6071428571428571,0.9059093377915347,0.9895026690176566,0.36455463244564235,Node_2,330,10
333.0,83.0,21.9,83.0,7.0,Bible,535,0.8172043010752689,0.5069767441860464,0.8928571428571429,0.9402342574813182,0.9983696045989228,0.8395795198327386,Node_10,331,1
211.0,87.0,24.6,73.0,1.0,Typograf,546,0.8602150537634409,0.5697674418604651,0.7142857142857143,0.9648674351410451,0.9998188449554358,0.813441304421963,Node_4,331,2
463.6,94.0,2.1,73.0,23.2,cuspService,2052,0.9354838709677419,0.046511627906976744,0.7142857142857143,0.9138646427078726,0.9944566556363373,0.8124150059505394,Node_5,331,3
334.0,89.0,14.3,73.0,42.0,QueryCheckService,645,0.8817204301075269,0.3302325581395349,0.7142857142857143,0.9400323461890253,0.9899157025192629,0.8058999758162275,Node_3,331,4
212.67,88.0,11.8,67.0,9.34,e2gImplementationService,1382,0.8709677419354839,0.27209302325581397,0.6071428571428571,0.964530243282916,0.9978044008598825,0.7666630535260865,Node_7,331,5
227.0,91.0,14.2,58.0,10.6,octanolService,887,0.9032258064516129,0.32790697674418606,0.44642857142857145,0.9616368544643596,0.9975000603850148,0.7380873022236684,Node_8,331,6
1619.25,78.0,3.1,73.0,91.5,WSScanPSService,1318,0.7634408602150538,0.06976744186046512,0.7142857142857143,0.6805258577696475,0.9779594695780295,0.7112806040994242,Node_6,331,7
1084.5,85.0,7.3,58.0,6.5,TWS-DR,2463,0.8387096774193549,0.16744186046511628,0.44642857142857145,0.7884979213232458,0.9984903746286321,0.6836439015712623,Node_9,331,8
47.27,61.0,20.3,67.0,2.0,AmazonSearchService,85,0.5806451612903226,0.4697674418604651,0.6071428571428571,0.9979263710281524,0.999577304896017,0.6370324213442535,Node_2,331,9
139.2,40.0,5.5,60.0,18.38,Lists,1966,0.3548387096774194,0.12558139534883722,0.48214285714285715,0.9793646659276714,0.9956208787227362,0.46217002687951647,Node_1,331,10
111.0,83.0,29.0,83.0,8.0,TemperatureService,742,0.8172043010752689,0.6720930232558139,0.8928571428571429,0.9850585643703296,0.9981280645395039,0.8535664461942258,Node_1,332,1
171.0,83.0,20.1,83.0,3.0,LittServiceService,2198,0.8172043010752689,0.46511627906976744,0.8928571428571429,0.9729438868327589,0.9993357648365981,0.8390336019750767,Node_8,332,2
114.0,86.0,17.9,73.0,3.0,Service1,114,0.8494623655913979,0.41395348837209295,0.7142857142857143,0.984452830493451,0.9993357648365981,0.798946294064346,Node_4,332,3
106.0,86.0,17.6,73.0,18.91,SkyNodeWS,1972,0.8494623655913979,0.4069767441860465,0.7142857142857143,0.9860681208317937,0.9954928624912442,0.7983323635062691,Node_7,332,4
143.0,83.0,15.9,73.0,23.0,NewsSearchService,848,0.8172043010752689,0.3674418604651163,0.7142857142857143,0.9785974030169585,0.994504963648221,0.7790021647729394,Node_5,332,5
4845.67,94.0,1.7,73.0,24.34,Api,1428,0.9354838709677419,0.037209302325581395,0.7142857142857143,0.029075226090169545,0.9941812999685997,0.7527607205228214,Node_10,332,6
188.25,88.0,1.7,58.0,9.75,ChebiWebServiceService,1564,0.8709677419354839,0.037209302325581395,0.44642857142857145,0.9694609170407074,0.9977053694355209,0.7031042941693939,Node_2,332,7
396.0,72.0,6.7,67.0,10.0,ndfdXML,884,0.6989247311827957,0.15348837209302327,0.6071428571428571,0.9275138460668689,0.9976449844206662,0.6702509911463782,Node_9,332,8
320.48,86.0,1.2,53.0,125.18,AnalysisWSAppLabImplService,30,0.8494623655913979,0.025581395348837205,0.35714285714285715,0.9427621868608247,0.9698244003768025,0.6611498443770732,Node_3,332,9
1918.4,51.0,3.0,83.0,31.8,WaterService,1570,0.4731182795698925,0.06744186046511627,0.8928571428571429,0.6201240946802432,0.9923794111253351,0.6164686385723444,Node_6,332,10
274.0,99.0,22.6,73.0,15.0,codecoloring_service,1959,0.989247311827957,0.5232558139534884,0.7142857142857143,0.952147023726596,0.9964372841235719,0.8737811063239966,Node_7,333,1
227.0,92.0,15.0,73.0,6.6,megamergerService,731,0.9139784946236559,0.34651162790697676,0.7142857142857143,0.9616368544643596,0.9984662206226902,0.8251261622872438,Node_5,333,2
324.0,86.0,23.1,73.0,21.0,DownloadService,164,0.8494623655913979,0.5348837209302325,0.7142857142857143,0.9420514591119538,0.9949880437670587,0.8038941761094899,Node_1,333,3
208.6,88.0,1.2,73.0,8.6,pscanService,2251,0.8709677419354839,0.025581395348837205,0.7142857142857143,0.9653520222425479,0.9979831405038525,0.7824303196784086,Node_3,333,4
211.25,89.0,10.9,67.0,152.75,WSDLInteropTestRpcEncService,452,0.8817204301075269,0.25116279069767444,0.6071428571428571,0.9648169573179719,0.9631651409386247,0.7683520362898705,Node_2,333,5
216.54,87.0,9.9,67.0,33.69,Roll_x0020_Generator_x0020_Web_x0020_Service.,1426,0.8602150537634409,0.22790697674418606,0.6071428571428571,0.9637488465817428,0.9919229004130335,0.7578950848979663,Node_8,333,6
1035.0,71.0,8.4,73.0,6.0,PathFinderService,57,0.6881720430107527,0.1930232558139535,0.7142857142857143,0.7984925302917416,0.9986111446583416,0.6911132020730519,Node_9,333,7
280.39,86.0,6.4,53.0,88.78,AnalysisWSAppLabImplService,2011,0.8494623655913979,0.14651162790697675,0.35714285714285715,0.9508568105688446,0.9786164585396487,0.6703422325694879,Node_10,333,8
223.67,63.0,5.1,73.0,20.67,hellowsdl2,1707,0.6021505376344086,0.11627906976744186,0.7142857142857143,0.9623092190676947,0.995067751986667,0.6536738410257329,Node_6,333,9
314.0,63.0,5.4,73.0,11.67,SkyBoT,610,0.6021505376344086,0.12325581395348839,0.7142857142857143,0.9440705720348822,0.9972416125214366,0.6530676686035227,Node_4,333,10
115.0,98.0,17.9,73.0,2.0,Batch_Transfer,314,0.978494623655914,0.41395348837209295,0.7142857142857143,0.9842509192011581,0.999577304896017,0.8634650663353715,Node_4,334,1
132.0,89.0,5.0,73.0,4.0,AccelerationUnit,1801,0.8817204301075269,0.11395348837209303,0.7142857142857143,0.9808184272321798,0.9990942247771792,0.7948068009029207,Node_3,334,2
122.93,93.0,16.0,60.0,12.5,SchemaWeb,514,0.9247311827956989,0.3697674418604651,0.48214285714285715,0.9826497626532759,0.997041134272119,0.7637173197377234,Node_10,334,3
150.91,86.0,13.5,67.0,4.18,Main,2137,0.8494623655913979,0.3116279069767442,0.6071428571428571,0.9770002846949222,0.9990507475664838,0.7594622251857407,Node_1,334,4
157.0,93.0,4.7,60.0,45.5,zipinfo,1469,0.9247311827956989,0.10697674418604652,0.48214285714285715,0.9757706449248588,0.9890703123112968,0.7451986892255674,Node_9,334,5
311.8,93.0,12.1,58.0,7.8,octanolService,1720,0.9247311827956989,0.27906976744186046,0.44642857142857145,0.9445147768779264,0.9981763725513876,0.7444856159817281,Node_6,334,6
323.5,56.0,10.5,83.0,14.0,RsomService,1647,0.5268817204301075,0.24186046511627907,0.8928571428571429,0.9421524147581002,0.9966788241829907,0.6767501397328232,Node_2,334,7
50.75,56.0,8.6,80.0,6.0,mdWebServices,368,0.5268817204301075,0.19767441860465115,0.8392857142857143,0.9972237197309733,0.9986111446583416,0.6615336436764656,Node_5,334,8
581.0,83.0,15.6,50.0,116.0,GetPersonInfoService,259,0.8172043010752689,0.36046511627906974,0.30357142857142855,0.8901602569926929,0.9720417381222676,0.6479254754390448,Node_8,334,9
136.0,56.0,5.3,50.0,7.0,UpdateService,2180,0.5268817204301075,0.12093023255813953,0.30357142857142855,0.9800107820630084,0.9983696045989228,0.494536307088461,Node_7,334,10
123.0,99.0,7.5,80.0,2.5,WSDLInteropTestDocLitService,1470,0.989247311827957,0.17209302325581396,0.8392857142857143,0.9826356288628154,0.9994565348663076,0.8900935221715881,Node_3,335,1
138.25,98.0,14.5,73.0,19.92,TextAnywhere_SMS,1873,0.978494623655914,0.33488372093023255,0.7142857142857143,0.9795564816553496,0.9952489070312311,0.8575892897251127,Node_10,335,2
102.0,86.0,17.3,80.0,59.5,WhiteYork_x0020_Hosting_x0020_Usage_x0020_Service,406,0.8494623655913979,0.39999999999999997,0.8392857142857143,0.9868757660009652,0.9856887514794329,0.8347669503973558,Node_7,335,3
164.0,94.0,13.6,73.0,22.29,Context,2335,0.9354838709677419,0.313953488372093,0.7142857142857143,0.9743572658788088,0.9946764570904084,0.8343028967660506,Node_5,335,4
994.0,99.0,4.6,73.0,634.5,MathService,376,0.989247311827957,0.10465116279069768,0.7142857142857143,0.8067708932757482,0.8468032173135914,0.8261829959341412,Node_1,335,5
391.6,92.0,10.8,73.0,12.6,extractfeatService,1829,0.9139784946236559,0.2488372093023256,0.7142857142857143,0.9284022557529574,0.997016980266177,0.8162978665004836,Node_8,335,6
115.4,97.0,10.1,67.0,59.36,TNPubServicesXML,329,0.967741935483871,0.23255813953488372,0.6071428571428571,0.9841701546842411,0.9857225670877515,0.8129172973339612,Node_6,335,7
125.0,91.0,32.3,58.0,6.0,Compound2,986,0.9032258064516129,0.7488372093023254,0.44642857142857145,0.9822318062782297,0.9986111446583416,0.7676111413423122,Node_2,335,8
179.6,61.0,7.2,78.0,34.8,MessageServerService,1714,0.5806451612903226,0.16511627906976745,0.8035714285714286,0.9712074497190404,0.9916547909470785,0.6733301764829736,Node_9,335,9
205.0,73.0,1.4,58.0,12.0,Izracun,43,0.7096774193548387,0.03023255813953488,0.44642857142857145,0.9660789028948022,0.9971619043018285,0.6217319545739131,Node_4,335,10
152.0,96.0,24.2,73.0,12.0,SOAPSend,369,0.956989247311828,0.5604651162790697,0.7142857142857143,0.9767802013863229,0.9971619043018285,0.861825299646842,Node_3,336,1
229.4,98.0,13.9,73.0,10.4,sixpackService,1790,0.978494623655914,0.32093023255813957,0.7142857142857143,0.9611522673628569,0.9975483683968988,0.855584405030475,Node_10,336,2
226.0,97.0,14.6,73.0,11.2,descseqService,1902,0.967741935483871,0.3372093023255814,0.7142857142857143,0.9618387657566525,0.9973551363493636,0.8513267757632373,Node_9,336,3
219.2,94.0,1.1,73.0,8.4,revseqService,2117,0.9354838709677419,0.023255813953488372,0.7142857142857143,0.9632117625442439,0.9980314485157364,0.8143937347379836,Node_8,336,4
142.5,92.0,1.4,73.0,1.5,DOTSNameWizard,2346,0.9139784946236559,0.03023255813953488,0.7142857142857143,0.978698358663105,0.9996980749257264,0.8052505153458241,Node_2,336,5
64.75,86.0,7.8,67.0,7.95,AWSECommerceService,1109,0.8494623655913979,0.17906976744186046,0.6071428571428571,0.9943969616388736,0.9981401415424749,0.751720218209124,Node_4,336,6
355.0,66.0,2.7,80.0,68.75,Service,715,0.6344086021505376,0.06046511627906977,0.8392857142857143,0.9357922090508756,0.9834545059298084,0.7010367945060086,Node_6,336,7
208.6,67.0,4.0,73.0,56.1,Service1,1037,0.6451612903225806,0.09069767441860464,0.7142857142857143,0.9653520222425479,0.986509987681457,0.6731050903926566,Node_7,336,8
774.25,56.0,5.2,80.0,6.75,Calculator,1107,0.5268817204301075,0.11860465116279072,0.8392857142857143,0.8511408997571007,0.9984299896137775,0.6465038830543637,Node_5,336,9
201.48,53.0,6.7,67.0,98.35,_Get,840,0.4946236559139785,0.15348837209302327,0.6071428571428571,0.9667896306436731,0.9763049201710103,0.5692967660577903,Node_1,336,10
228.6,100.0,14.1,73.0,9.8,transeqService,239,1.0,0.32558139534883723,0.7142857142857143,0.961313796396691,0.9976932924325499,0.8666677661803921,Node_10,337,1
498.67,90.0,6.3,73.0,9.34,GoogleSearchService,409,0.8924731182795699,0.14418604651162792,0.7142857142857143,0.9067836136871626,0.9978044008598825,0.7971755032981127,Node_2,337,2
271.6,90.0,2.1,73.0,39.2,newseqService,643,0.8924731182795699,0.046511627906976744,0.7142857142857143,0.9526316108280987,0.9905920146856356,0.7932376148286606,Node_7,337,3
184.67,98.0,2.6,60.0,32.0,QueryDeathIndex,1025,0.978494623655914,0.05813953488372093,0.48214285714285715,0.9701837594671157,0.9923311031134514,0.7686678172816821,Node_9,337,4
257.0,91.0,8.2,60.0,117.5,GlobalAddressVerification,1874,0.9032258064516129,0.1883720930232558,0.48214285714285715,0.9555795156955743,0.9716794280331393,0.7373683505200198,Node_3,337,5
262.8,85.0,2.7,67.0,41.0,newcpgseekService,2022,0.8387096774193549,0.06046511627906977,0.6071428571428571,0.9544084302002758,0.9901572425786817,0.735233249482705,Node_5,337,6
96.67,92.0,3.9,58.0,13.67,WolframSearchService,427,0.9139784946236559,0.08837209302325581,0.44642857142857145,0.987951953188886,0.9967585324025989,0.7291924267340025,Node_8,337,7
349.58,66.0,2.3,80.0,36.58,Service,2143,0.6344086021505376,0.05116279069767441,0.8392857142857143,0.9368865682551029,0.9912248496413131,0.7010076050742089,Node_6,337,8
1316.17,75.0,1.2,73.0,81.0,WSEmbossService,165,0.7311827956989247,0.025581395348837205,0.7142857142857143,0.7417211322377627,0.9804956402019275,0.6964552499266715,Node_4,337,9
1034.43,32.0,3.1,60.0,931.07,interopLabEchoHeader,1652,0.26881720430107525,0.06976744186046512,0.48214285714285715,0.7986076197283485,0.7751696818917417,0.3886758936835478,Node_1,337,10
165.0,92.0,25.6,89.0,1.0,eUtilsService,2406,0.9139784946236559,0.5930232558139535,1.0,0.9741553545865159,0.9998188449554358,0.9282079775840669,Node_1,338,1
165.0,100.0,23.4,73.0,2.0,FastCompletion,1035,1.0,0.541860465116279,0.7142857142857143,0.9741553545865159,0.999577304896017,0.882075775696455,Node_9,338,2
51.5,100.0,1.8,73.0,2.0,MedicareData,212,1.0,0.03953488372093023,0.7142857142857143,0.9970722862617538,0.999577304896017,0.8500992187601236,Node_10,338,3
164.8,99.0,5.0,73.0,4.2,SADownload,1162,0.989247311827957,0.11395348837209303,0.7142857142857143,0.9741957368449745,0.9990459167652955,0.8481252861699164,Node_8,338,4
1360.0,83.0,10.4,83.0,3.0,UpdatesService,19,0.8172043010752689,0.23953488372093024,0.8928571428571429,0.7328713602965673,0.9993357648365981,0.8079744853853453,Node_2,338,5
246.0,86.0,8.0,73.0,74.5,Postcode_x0020_Finder,1542,0.8494623655913979,0.18372093023255814,0.7142857142857143,0.9578005399107956,0.9820656505881501,0.7806601580342046,Node_4,338,6
1510.33,82.0,3.2,73.0,19.66,WSMafftService,1991,0.8064516129032258,0.07209302325581396,0.7142857142857143,0.7025180357261841,0.9953117074466801,0.73556536925812,Node_5,338,7
409.0,84.0,1.0,53.0,167.0,AnalysisWSAppLabImplService,966,0.8279569892473119,0.020930232558139535,0.35714285714285715,0.924888999267062,0.959723195091906,0.6482210316418842,Node_7,338,8
2175.17,47.0,2.3,73.0,1.84,HomeWorkService,1660,0.43010752688172044,0.05116279069767441,0.7142857142857143,0.5682793321582096,0.9996159513055239,0.5373306512731404,Node_6,338,9
2779.5,28.0,1.5,60.0,1.38,CatalogService,476,0.22580645161290322,0.03255813953488372,0.48214285714285715,0.4462582808868752,0.9997270597328567,0.3561649330756216,Node_3,338,10
322.33,99.0,9.0,73.0,18.66,pathwayDBSer,281,0.989247311827957,0.20697674418604653,0.7142857142857143,0.9423886509700828,0.995553247506099,0.8519754436652633,Node_6,339,1
148.0,94.0,17.1,73.0,2.5,SentencesService,1552,0.9354838709677419,0.3953488372093023,0.7142857142857143,0.9775878465554944,0.9994565348663076,0.8402662774522799,Node_4,339,2
256.2,98.0,1.4,73.0,39.6,fdrawtreeService,1085,0.978494623655914,0.03023255813953488,0.7142857142857143,0.9557410447294086,0.990495398661868,0.8353635085157763,Node_5,339,3
260.6,94.0,1.8,67.0,45.8,degapseqService,2035,0.9354838709677419,0.03953488372093023,0.6071428571428571,0.95485263504332,0.9889978502934711,0.7821765967428781,Node_7,339,4
2967.0,90.0,5.1,73.0,41.0,BarCode,1762,0.8924731182795699,0.11627906976744186,0.7142857142857143,0.4083999135819669,0.9901572425786817,0.7615618496949028,Node_3,339,5
943.5,77.0,4.4,73.0,88.0,getGeoInfo,2240,0.7526881720430108,0.10000000000000002,0.7142857142857143,0.8169674135365369,0.9788048597859955,0.7170778109378325,Node_9,339,6
116.0,87.0,2.8,60.0,30.0,CanadaAddressVerification,2457,0.8602150537634409,0.0627906976744186,0.48214285714285715,0.9840490079088653,0.9928141832322891,0.7107952984085762,Node_2,339,7
83.33,39.0,1.7,80.0,1.0,replicaCatalogService,110,0.34408602150537637,0.037209302325581395,0.8392857142857143,0.9906454498280726,0.9998188449554358,0.5590745539655788,Node_1,339,8
335.89,36.0,7.1,73.0,4.78,Dispenser,837,0.3118279569892473,0.16279069767441862,0.7142857142857143,0.9396507338465918,0.9989058235308327,0.5103595546922959,Node_10,339,9
262.37,34.0,5.9,67.0,35.48,JExamInfoServiceService,1050,0.2903225806451613,0.13488372093023257,0.6071428571428571,0.9544952520559618,0.9914905437066739,0.4660981442288521,Node_8,339,10
80.0,99.0,36.3,80.0,13.0,Service1,1610,0.989247311827957,0.841860465116279,0.8392857142857143,0.9913178144314077,0.9969203642424096,0.9351769497404923,Node_4,340,1
123.0,99.0,7.5,80.0,2.5,WSDLInteropTestDocLitService,1470,0.989247311827957,0.17209302325581396,0.8392857142857143,0.9826356288628154,0.9994565348663076,0.8900935221715881,Node_7,340,2
152.0,96.0,24.2,73.0,12.0,SOAPSend,369,0.956989247311828,0.5604651162790697,0.7142857142857143,0.9767802013863229,0.9971619043018285,0.861825299646842,Node_6,340,3
220.2,93.0,14.2,73.0,9.0,getorfService,319,0.9247311827956989,0.32790697674418606,0.7142857142857143,0.963009851251951,0.997886524480085,0.8293144892937278,Node_10,340,4
271.6,97.0,11.8,67.0,23.2,PaSSAPI,2393,0.967741935483871,0.27209302325581397,0.6071428571428571,0.9526316108280987,0.9944566556363373,0.8140332169091332,Node_9,340,5
288.21,93.0,7.7,67.0,16.0,CreditCard,959,0.9247311827956989,0.17674418604651165,0.6071428571428571,0.9492778642631147,0.996195744064153,0.7860603754254376,Node_2,340,6
120.0,83.0,19.3,73.0,14.0,UPCLookupService,1173,0.8172043010752689,0.44651162790697674,0.7142857142857143,0.983241362739694,0.9966788241829907,0.7847308668724872,Node_8,340,7
90.12,69.0,6.5,73.0,21.37,DictionaryManager,914,0.6666666666666666,0.14883720930232558,0.7142857142857143,0.9892744721534041,0.9948986739450738,0.6898908383242812,Node_3,340,8
42.7,67.0,7.6,67.0,2.3,LM_GIS,1565,0.6451612903225806,0.1744186046511628,0.6071428571428571,0.9988491056339308,0.9995048428781913,0.6496474316001386,Node_5,340,9
397.0,56.0,5.5,67.0,50.0,IAddress3service,984,0.5268817204301075,0.12558139534883722,0.6071428571428571,0.9273119347745762,0.987983382043912,0.5817101940594716,Node_1,340,10
151.0,85.0,28.4,83.0,18.0,ProTagService,726,0.8387096774193549,0.6581395348837209,0.8928571428571429,0.9769821126786158,0.9957126639453153,0.8626886301443806,Node_5,341,1
308.0,93.0,12.9,78.0,1.0,logon,341,0.9247311827956989,0.29767441860465116,0.8035714285714286,0.9452820397886392,0.9998188449554358,0.8530301327026382,Node_6,341,2
66.0,83.0,36.1,78.0,3.0,SecureLogin,777,0.8172043010752689,0.8372093023255814,0.8035714285714286,0.9941445725235075,0.9993357648365981,0.8384805780760983,Node_3,341,3
491.0,91.0,4.2,73.0,23.5,LandmarkService,2283,0.9032258064516129,0.09534883720930233,0.7142857142857143,0.9083322732990488,0.9943841936185116,0.7991695732967825,Node_1,341,4
203.6,97.0,3.3,58.0,6.8,findkmService,1001,0.967741935483871,0.07441860465116279,0.44642857142857145,0.9663615787040121,0.9984179126108065,0.7538140521714378,Node_4,341,5
131.36,90.0,2.3,60.0,4.0,Interop,638,0.8924731182795699,0.05116279069767441,0.48214285714285715,0.9809476504592473,0.9990942247771792,0.7263607675004465,Node_8,341,6
1321.5,78.0,4.1,73.0,27.25,WSMuscleService,905,0.7634408602150538,0.09302325581395347,0.7142857142857143,0.7406449450498418,0.993478418395691,0.7178768238978489,Node_2,341,7
130.33,63.0,7.8,73.0,14.66,NewsReaderService,82,0.6021505376344086,0.17906976744186046,0.7142857142857143,0.9811556190903089,0.9965194077437743,0.659215860881124,Node_7,341,8
43.12,63.0,4.6,67.0,2.18,CH_CB,1674,0.6021505376344086,0.10465116279069768,0.6071428571428571,0.9987643028911678,0.9995338276853215,0.6234848438276528,Node_10,341,9
130.2,62.0,1.9,53.0,5.53,Interop,1341,0.5913978494623656,0.04186046511627906,0.35714285714285715,0.9811818675583069,0.9987246684862685,0.537693640851469,Node_9,341,10
158.0,100.0,23.3,80.0,1.0,SmsApiService,1371,1.0,0.5395348837209302,0.8392857142857143,0.9755687336325659,0.9998188449554358,0.9195310425217201,Node_5,342,1
391.59,97.0,5.4,83.0,16.18,ResellerService,1892,0.967741935483871,0.12325581395348839,0.8928571428571429,0.9284042748658804,0.9961522668534576,0.8883171947224557,Node_10,342,2
1164.0,88.0,13.4,83.0,11.0,2smsMessaging,591,0.8709677419354839,0.30930232558139537,0.8928571428571429,0.7724459735859648,0.9974034443612473,0.8420204351182428,Node_8,342,3
217.4,87.0,15.1,73.0,7.2,wordmatchService,630,0.8602150537634409,0.3488372093023256,0.7142857142857143,0.963575202870371,0.998321296587039,0.7985191795417091,Node_4,342,4
240.6,86.0,1.2,73.0,11.0,recoderService,118,0.8494623655913979,0.025581395348837205,0.7142857142857143,0.9588908608891769,0.9974034443612473,0.771208006311384,Node_2,342,5
251.0,86.0,2.6,73.0,143.0,CupScores,2413,0.8494623655913979,0.05813953488372093,0.7142857142857143,0.9567909834493313,0.9655201565179585,0.7711129570939756,Node_3,342,6
603.5,85.0,10.7,73.0,473.5,ErrorReporter,530,0.8387096774193549,0.24651162790697673,0.7142857142857143,0.8856172529161038,0.885691166880027,0.768229150177189,Node_6,342,7
1832.67,89.0,3.3,67.0,4.0,serviceName,330,0.8817204301075269,0.07441860465116279,0.6071428571428571,0.6374339497685086,0.9990942247771792,0.7371232223690506,Node_9,342,8
135.27,81.0,1.5,60.0,2.87,Interop,334,0.7956989247311828,0.03255813953488372,0.48214285714285715,0.9801581773063821,0.9993671650443227,0.6766982877502171,Node_1,342,9
193.6,67.0,3.4,73.0,23.4,NWs,158,0.6451612903225806,0.07674418604651162,0.7142857142857143,0.9683806916269405,0.9944083476244536,0.6729032255743749,Node_7,342,10
210.67,98.0,15.1,73.0,4.56,Service,1363,0.978494623655914,0.3488372093023256,0.7142857142857143,0.9649340658675017,0.9989589623439047,0.8577921329558372,Node_6,343,1
1936.5,93.0,3.4,73.0,39.0,ICD9ToICD10,1405,0.9247311827956989,0.07674418604651162,0.7142857142857143,0.6164695002897427,0.9906403226975193,0.7889643680861164,Node_10,343,2
176.0,83.0,15.0,73.0,18.0,NetToolsService,1684,0.8172043010752689,0.34651162790697676,0.7142857142857143,0.9719343303712947,0.9957126639453153,0.777242244925662,Node_9,343,3
163.67,99.0,2.0,60.0,50.67,NHB,1246,0.989247311827957,0.044186046511627906,0.48214285714285715,0.9744238966052654,0.9878215502041013,0.7730954936613461,Node_4,343,4
184.67,98.0,2.6,60.0,32.0,QueryDeathIndex,1025,0.978494623655914,0.05813953488372093,0.48214285714285715,0.9701837594671157,0.9923311031134514,0.7686678172816821,Node_1,343,5
234.12,70.0,2.9,73.0,61.5,World_x0020_Time_x0020_Service,2333,0.6774193548387096,0.06511627906976744,0.7142857142857143,0.9601992460632346,0.9852056713605951,0.687097155511192,Node_3,343,6
136.71,76.0,2.8,60.0,11.57,WSDBFetchServerLegacyService,8,0.7419354838709677,0.0627906976744186,0.48214285714285715,0.9798674250454805,0.9972657665273786,0.6516735224911344,Node_5,343,7
71.75,59.0,1.2,67.0,4.5,FaxMessagingService,286,0.5591397849462365,0.025581395348837205,0.6071428571428571,0.9929835825928237,0.9989734547474699,0.5962825630763404,Node_7,343,8
136.33,46.0,8.6,73.0,4.33,Euro42,894,0.41935483870967744,0.19767441860465115,0.7142857142857143,0.9799441513365518,0.9990145165575711,0.5691445605100213,Node_8,343,9
284.57,43.0,3.3,73.0,11.86,WDDataService,1773,0.3870967741935484,0.07441860465116279,0.7142857142857143,0.9500128213670607,0.9971957199101472,0.5426766320159109,Node_2,343,10
546.33,98.0,1.5,73.0,14.66,Teletekst,2363,0.978494623655914,0.03255813953488372,0.7142857142857143,0.8971605214964857,0.9965194077437743,0.8320131053009735,Node_2,344,1
82.0,90.0,18.9,73.0,1.0,DataUtil,358,0.8924731182795699,0.4372093023255813,0.7142857142857143,0.990913991846822,0.9998188449554358,0.8224660141053262,Node_8,344,2
69.0,83.0,23.4,78.0,2.0,SecureLogin,2159,0.8172043010752689,0.541860465116279,0.8035714285714286,0.993538838646629,0.999577304896017,0.8187565189066133,Node_3,344,3
298.2,98.0,0.9,67.0,59.4,prettyseqService,1576,0.978494623655914,0.018604651162790697,0.6071428571428571,0.9472607704531092,0.9857129054853747,0.8015604433884691,Node_1,344,4
99.0,83.0,17.1,73.0,4.0,UofA,1053,0.8172043010752689,0.3953488372093023,0.7142857142857143,0.9874814998778436,0.9990942247771792,0.7817622330996993,Node_6,344,5
213.17,99.0,1.2,60.0,44.34,TelesignAPI,1191,0.989247311827957,0.025581395348837205,0.48214285714285715,0.9644292876367696,0.9893504987802226,0.7712899038806165,Node_4,344,6
368.5,85.0,3.7,67.0,19.0,WebServiceAuthenticator,2270,0.8387096774193549,0.08372093023255814,0.6071428571428571,0.9330664066049222,0.9954711238858964,0.7357153351827839,Node_9,344,7
492.13,88.0,6.8,60.0,1.33,XigniteVWAP,2297,0.8709677419354839,0.1558139534883721,0.48214285714285715,0.9081041135387579,0.9997391367358277,0.7177726636015883,Node_7,344,8
1425.75,78.0,3.9,73.0,28.75,WSMPsrchService,371,0.7634408602150538,0.08837209302325581,0.7142857142857143,0.7195956928283128,0.9931161083065626,0.7161384401335885,Node_5,344,9
113.2,51.0,5.5,73.0,4.0,XMethodsQuery,681,0.4731182795698925,0.12558139534883722,0.7142857142857143,0.9846143595272853,0.9990942247771792,0.5915344957135358,Node_10,344,10
195.56,100.0,11.6,73.0,25.78,DictService,1049,1.0,0.26744186046511625,0.7142857142857143,0.9679849454940466,0.9938334822830367,0.8629773755114691,Node_10,345,1
51.5,100.0,1.8,73.0,2.0,MedicareData,212,1.0,0.03953488372093023,0.7142857142857143,0.9970722862617538,0.999577304896017,0.8500992187601236,Node_3,345,2
118.33,91.0,11.1,73.0,7.0,GoogleSearchService,1651,0.9032258064516129,0.2558139534883721,0.7142857142857143,0.9835785545978231,0.9983696045989228,0.8151573504276182,Node_9,345,3
117.0,91.0,1.8,73.0,43.0,FraudLabsWebService,1963,0.9032258064516129,0.03953488372093023,0.7142857142857143,0.9838470966165724,0.989674162459844,0.8001694622361037,Node_5,345,4
146.0,91.0,1.9,67.0,12.6,FindNearbyPOIService,1481,0.9032258064516129,0.04186046511627906,0.6071428571428571,0.97799166914008,0.997016980266177,0.7682809303073168,Node_6,345,5
213.0,100.0,1.3,58.0,8.6,isochoreService,351,1.0,0.027906976744186046,0.44642857142857145,0.9644636125564594,0.9979831405038525,0.7666851652065314,Node_2,345,6
269.83,85.0,4.5,53.0,74.96,AnalysisWSAppLabImplService,14,0.8387096774193549,0.10232558139534885,0.35714285714285715,0.9529889938154571,0.9819545421608173,0.6623835459812218,Node_7,345,7
