node_id,Response_Time,Availability,Throughput,Reliability,Latency
634,214.81,69.49,26.189,67.63,84.78
635,191.10,98.31,43.015,95.28,80.99
636,329.99,98.31,37.412,95.57,132.44
637,245.41,72.88,26.890,70.71,107.07
638,198.59,86.44,32.302,84.09,84.79
639,226.56,86.44,32.389,85.07,98.90
640,235.49,79.66,30.383,77.19,97.13
641,258.89,64.41,26.195,64.20,107.84
642,225.83,100.00,40.735,96.77,88.21
643,237.11,93.22,36.838,90.07,97.63
644,272.19,94.92,39.887,91.18,112.07
645,216.55,98.31,34.895,97.22,83.80
646,238.16,38.98,15.653,40.21,95.69
647,261.49,76.27,29.369,74.98,107.25
648,174.73,49.15,19.810,49.98,77.17
649,237.18,81.36,29.784,78.32,104.53
650,214.82,61.02,24.659,61.20,96.32
651,246.16,79.66,27.789,78.18,102.67
652,236.55,55.93,20.070,54.55,104.40
653,210.53,96.61,36.559,93.37,94.74
654,236.76,96.61,38.576,94.91,94.05
655,266.67,93.22,34.605,91.06,102.73
656,228.95,88.14,30.870,86.30,90.35
657,226.51,81.36,29.434,79.64,99.20
658,224.17,84.75,30.770,82.30,86.42
659,273.27,77.97,30.576,76.96,108.17
660,221.19,77.97,30.425,76.13,98.16
661,221.14,74.58,30.400,71.98,97.01
662,223.41,67.80,25.145,67.58,95.49
663,207.07,50.85,21.678,50.22,80.62
664,206.46,59.32,21.711,58.12,81.70
665,184.83,69.49,27.557,67.44,73.97
666,204.23,69.49,34.830,68.96,92.05
667,191.49,96.61,42.013,93.96,79.68
668,268.70,57.63,20.188,55.63,103.80
669,254.93,74.58,27.996,72.49,101.51
670,207.64,67.80,28.007,67.34,86.99
671,210.18,91.53,38.701,89.37,87.43
672,215.87,84.75,32.557,82.69,86.94
673,281.83,69.49,27.357,68.93,110.95
674,237.25,100.00,39.390,98.59,102.39
675,269.90,77.97,28.089,77.10,106.47
676,216.77,93.22,42.966,92.03,90.57
677,244.56,59.32,22.151,58.78,94.74
678,201.80,100.00,36.518,97.12,86.46
679,271.27,54.24,20.657,54.41,116.78
680,266.64,88.14,29.280,86.24,102.67
681,211.32,100.00,37.352,98.85,91.22
682,239.50,100.00,40.294,97.25,103.71
683,214.90,100.00,36.902,97.31,89.19
684,244.73,98.31,37.866,96.54,103.25
685,233.18,91.53,32.916,90.37,91.64
686,278.03,86.44,27.564,83.64,109.49
687,242.33,98.31,42.749,95.53,98.11
688,235.47,72.88,31.452,72.04,96.56
689,215.77,84.75,31.319,82.61,91.39
690,218.96,67.80,26.763,66.10,94.84
691,151.56,61.02,24.276,59.18,63.58
692,235.36,98.31,38.281,96.22,98.46
693,234.08,66.10,26.411,64.72,100.78
694,215.73,93.22,39.162,91.00,92.19
695,162.51,49.15,26.667,48.61,67.72
696,212.25,79.66,27.708,77.64,95.38
697,238.17,100.00,37.320,98.59,92.98
698,253.36,100.00,42.689,98.46,96.71
699,200.87,100.00,39.147,98.64,76.84
700,308.87,44.07,17.622,44.38,118.55
701,253.20,77.97,28.724,77.84,104.59
702,272.56,89.83,32.720,87.57,105.11
703,204.15,52.54,17.297,51.40,88.80
704,248.98,100.00,41.952,97.07,106.95
705,216.42,100.00,38.529,98.23,82.87
706,244.40,100.00,40.336,96.01,94.75
707,209.52,94.92,40.642,92.65,80.88
708,216.66,79.66,31.051,78.00,97.12
709,248.05,94.92,38.627,91.44,96.18
710,240.42,96.61,37.549,93.88,101.96
711,296.15,61.02,23.653,60.56,116.45
712,238.67,66.10,26.527,64.00,100.20
713,244.56,88.14,32.916,85.52,97.64
714,190.83,91.53,43.069,89.78,83.79
715,266.57,98.31,35.955,94.64,105.79
716,255.15,100.00,33.818,96.91,104.22
717,249.09,98.31,36.467,96.39,100.98
718,262.09,62.71,24.737,60.69,111.64
719,245.67,93.22,33.758,92.32,97.00
720,224.55,81.36,28.497,79.13,89.59
721,211.88,77.97,29.512,76.50,86.36
722,190.35,76.27,29.493,74.23,72.84
723,291.58,57.63,20.571,56.46,114.41
724,219.13,50.85,19.811,51.57,91.44
725,242.33,96.61,38.436,94.75,98.40
726,215.74,76.27,32.385,74.23,87.61
727,229.03,83.05,38.486,82.29,95.35
728,269.10,84.75,30.709,81.93,105.80
729,244.32,98.31,37.121,96.69,102.73
730,288.53,89.83,40.513,88.69,116.99
731,223.45,42.37,17.864,41.73,96.27
732,207.04,93.22,36.920,92.21,82.97
733,261.16,89.83,37.986,87.83,111.12
734,281.87,100.00,47.993,97.83,115.68
735,242.34,54.24,21.932,54.33,101.94
736,220.44,83.05,28.816,80.62,98.49
737,187.44,61.02,25.758,61.43,74.96
738,226.82,76.27,35.707,75.33,89.00
739,205.51,100.00,36.476,98.06,89.19
740,232.23,71.19,31.068,69.21,97.60
741,321.90,100.00,40.391,98.34,135.78
742,213.97,77.97,30.386,75.16,90.92
743,295.24,91.53,32.373,89.18,114.70
744,268.79,91.53,37.327,90.03,102.61
745,262.57,100.00,44.562,98.15,105.87
746,201.34,89.83,34.824,87.32,85.20
747,157.72,100.00,38.764,98.76,69.00
748,229.53,62.71,21.136,61.61,98.30
749,237.82,100.00,38.281,97.09,100.54
750,239.52,98.31,38.420,97.01,103.13
751,259.59,74.58,31.359,73.76,104.96
752,268.87,77.97,31.229,77.02,116.98
753,230.08,94.92,37.746,91.80,87.63
754,235.59,98.31,38.076,95.13,97.68
755,261.08,77.97,27.862,76.80,99.95
756,285.82,79.66,31.703,78.92,121.55
757,208.03,84.75,35.882,82.06,92.87
758,195.46,88.14,31.596,85.42,83.06
759,240.17,94.92,34.566,92.39,99.25
760,228.47,89.83,29.296,87.23,89.30
761,212.75,77.97,30.687,76.48,91.77
762,317.22,62.71,25.606,61.25,122.10
763,197.31,61.02,26.033,59.62,83.26
764,234.65,100.00,35.424,97.18,102.32
765,307.51,79.66,28.090,78.40,122.92
766,215.65,67.80,29.534,66.56,82.57
767,232.44,76.27,29.954,73.65,95.28
768,244.97,52.54,21.517,51.54,97.55
769,255.90,100.00,40.571,98.93,101.11
770,185.84,72.88,29.635,70.17,75.80
771,223.76,93.22,38.016,90.32,86.98
772,199.93,94.92,38.025,92.24,79.46
773,265.00,77.97,28.435,76.79,106.97
774,272.98,54.24,22.122,52.12,111.08
775,183.90,66.10,27.074,64.74,78.78
776,223.23,91.53,36.986,88.93,96.70
777,284.67,93.22,37.197,92.17,112.02
778,243.57,62.71,29.429,60.91,92.97
779,293.44,67.80,29.304,68.08,124.25
780,298.19,72.88,30.369,71.71,123.53
781,204.02,62.71,24.869,61.30,80.04
782,263.47,93.22,33.969,90.31,102.15
783,216.57,72.88,31.958,72.23,86.71
784,197.76,50.85,17.549,51.34,76.07
785,188.99,59.32,19.769,58.46,77.16
786,267.39,88.14,32.879,86.41,107.26
787,237.62,100.00,35.635,98.98,99.13
788,208.99,81.36,29.334,80.25,84.34
789,262.32,62.71,27.122,61.47,108.02
790,246.62,72.88,30.651,70.20,96.04
791,172.65,47.46,19.071,48.24,65.78
792,295.27,76.27,31.636,75.16,118.54
793,250.73,96.61,36.570,93.17,107.64
794,230.16,86.44,32.796,84.09,96.17
795,274.29,59.32,25.838,59.53,112.62
796,227.29,100.00,38.842,98.22,93.81
797,260.39,100.00,37.634,96.41,111.56
798,217.00,69.49,28.237,67.97,93.30
799,201.85,84.75,37.351,81.61,81.88
800,225.49,100.00,43.220,97.48,86.52
801,262.80,100.00,36.756,97.38,105.12
802,266.82,96.61,34.352,93.63,108.44
803,222.49,96.61,39.317,94.59,85.68
804,254.77,100.00,48.208,98.71,110.44
805,215.52,86.44,35.146,85.79,92.05
806,178.89,42.37,16.620,43.55,75.08
807,206.97,66.10,24.424,65.24,88.18
808,261.93,86.44,40.267,84.74,107.52
809,287.76,100.00,47.416,96.54,116.26
810,286.86,83.05,29.941,82.07,122.37
811,225.27,62.71,25.224,62.00,86.82
812,224.61,57.63,21.253,58.18,95.71
813,245.42,72.88,24.446,71.40,93.71
814,235.34,76.27,26.147,75.81,103.09
815,215.15,100.00,36.921,96.26,90.09
816,245.68,98.31,35.320,96.01,99.57
817,234.52,69.49,25.741,68.91,90.11
818,342.31,27.12,9.421,27.60,134.13
819,219.74,98.31,38.068,95.81,97.47
820,239.79,91.53,40.123,90.84,101.37
821,339.52,62.71,24.220,60.23,136.18
822,233.25,100.00,40.432,97.23,92.41
823,307.37,76.27,27.975,74.33,119.87
824,241.64,100.00,41.575,96.96,97.98
825,247.50,96.61,33.565,94.03,103.55
826,228.84,33.90,12.506,33.16,100.00
827,176.02,67.80,26.448,67.61,80.76
828,216.74,79.66,33.728,77.96,91.00
829,199.13,84.75,30.640,82.64,81.37
830,252.78,100.00,36.993,98.57,99.38
831,263.01,33.90,12.337,35.46,103.05
832,273.60,94.92,37.586,92.47,113.08
833,203.07,76.27,30.187,74.98,84.46
834,240.79,100.00,40.532,98.15,95.05
835,275.85,98.31,36.656,97.06,106.21
836,286.51,89.83,33.351,89.20,114.21
837,246.33,96.61,41.149,94.54,100.19
838,219.80,84.75,32.223,81.78,87.71
839,263.49,94.92,41.375,91.38,104.85
840,185.59,88.14,33.082,85.44,74.46
841,232.75,100.00,36.937,96.31,99.56
842,277.75,47.46,16.138,46.72,110.67
843,239.76,84.75,31.399,83.59,102.18
844,196.52,91.53,43.441,90.53,83.23
845,246.54,100.00,38.926,97.08,95.62
846,208.34,84.75,33.433,83.81,91.07
847,205.81,89.83,38.869,87.25,78.41
848,248.02,83.05,33.962,81.35,104.23
849,194.25,81.36,29.942,78.28,79.26
850,256.50,59.32,19.594,59.35,111.10
851,265.96,89.83,38.926,88.64,104.60
852,262.41,100.00,35.713,96.03,113.40
853,228.49,98.31,42.548,96.67,94.46
854,253.47,57.63,25.510,57.75,106.10
855,300.10,100.00,33.165,98.73,123.53
856,239.87,52.54,21.802,53.16,99.61
857,249.88,91.53,36.776,90.05,107.83
858,193.41,79.66,32.678,78.25,80.02
859,279.31,77.97,30.099,77.14,114.80
860,275.40,100.00,39.359,96.66,113.85
861,237.83,84.75,32.460,81.55,104.10
862,220.31,100.00,35.792,97.29,96.05
863,179.09,50.85,19.974,50.38,74.93
864,292.25,100.00,36.254,98.66,120.94
865,255.43,71.19,31.055,70.16,98.42
866,211.32,100.00,33.561,98.48,86.43
867,285.70,88.14,32.654,86.71,111.26
868,261.05,81.36,33.042,80.36,101.63
869,246.76,100.00,43.647,98.60,94.21
870,198.97,62.71,27.764,60.82,80.74
871,251.51,96.61,46.323,95.00,100.87
872,300.22,93.22,36.021,91.54,124.03
873,245.56,100.00,36.287,98.71,104.22
874,253.05,100.00,36.110,97.16,99.30
875,220.46,88.14,37.947,86.80,90.31
876,290.98,77.97,31.038,76.96,123.04
877,234.25,88.14,37.760,84.84,101.49
878,205.91,91.53,32.847,90.79,82.18
879,297.01,57.63,22.821,55.95,118.51
880,186.85,81.36,34.827,79.40,77.40
881,175.02,93.22,31.986,92.45,78.79
882,262.72,76.27,33.783,75.92,102.92
883,213.75,88.14,33.186,87.06,89.22
884,268.83,88.14,29.290,85.09,110.07
885,224.26,88.14,34.520,84.65,99.05
886,228.70,50.85,17.164,51.09,87.22
887,261.66,91.53,33.532,87.99,113.12
888,198.66,32.20,16.388,32.00,84.96
889,231.93,25.42,8.555,25.38,88.14
890,249.08,50.85,22.948,50.90,102.79
891,190.23,66.10,27.163,63.85,72.49
892,162.86,83.05,31.322,81.23,68.68
893,245.96,93.22,35.488,90.28,104.48
894,271.13,96.61,35.774,95.58,114.56
895,250.48,62.71,25.286,61.11,107.15
896,241.22,100.00,39.978,97.10,99.90
897,219.70,52.54,25.541,51.63,95.90
898,226.82,64.41,29.832,62.79,87.99
899,251.68,98.31,40.956,95.99,104.56
900,258.37,100.00,40.352,97.10,99.46
901,228.73,66.10,29.307,65.76,88.64
902,259.87,54.24,18.337,52.77,100.66
903,238.52,98.31,40.371,96.41,104.96
904,244.41,79.66,26.552,77.90,98.39
905,232.04,79.66,28.908,76.63,99.22
906,204.43,100.00,39.579,96.16,81.63
907,227.32,45.76,17.978,45.92,97.55
908,226.96,91.53,44.400,90.18,100.85
909,227.71,100.00,45.703,97.89,98.43
910,276.89,67.80,30.180,67.71,118.66
911,251.83,100.00,41.772,96.08,96.13
912,263.36,64.41,24.102,64.09,108.81
913,195.70,54.24,23.022,54.70,76.45
914,213.65,79.66,31.999,79.47,89.96
915,224.76,88.14,32.072,84.82,92.98
916,216.89,100.00,35.970,98.67,95.21
917,228.20,69.49,28.435,67.07,90.06
918,244.25,93.22,34.461,91.61,95.71
919,226.34,81.36,34.037,78.99,94.03
920,296.83,67.80,26.400,65.34,127.08
921,243.30,88.14,33.667,84.66,94.56
922,211.99,47.46,16.248,46.04,88.59
923,273.92,98.31,44.275,94.45,105.18
924,217.23,79.66,30.095,79.46,91.10
925,259.24,66.10,24.860,64.75,103.06
926,235.99,83.05,33.216,81.06,97.83
927,231.77,100.00,39.015,96.84,102.98
928,262.69,89.83,28.445,87.44,107.76
929,230.39,88.14,32.908,87.47,93.39
930,248.84,98.31,37.391,94.70,96.86
931,229.32,50.85,20.278,49.92,96.72
932,240.46,84.75,35.406,81.55,96.36
933,229.51,84.75,35.206,83.33,94.44
934,278.88,100.00,39.951,98.36,112.12
935,285.12,55.93,21.615,55.87,117.19
936,244.13,100.00,36.538,98.34,96.45
937,216.56,96.61,36.118,95.14,90.66
938,272.16,88.14,35.445,86.55,110.82
939,283.50,47.46,21.150,48.48,122.31
940,218.76,62.71,25.573,61.81,94.63
941,247.59,76.27,30.414,74.65,105.11
942,200.18,67.80,28.735,67.50,85.87
943,252.36,100.00,34.482,96.80,108.16
944,262.78,84.75,32.509,84.34,108.44
945,259.42,94.92,34.438,92.66,112.76
946,259.12,89.83,42.934,86.26,102.36
947,255.85,89.83,34.161,87.18,101.19
948,237.63,52.54,20.527,52.64,94.78
949,223.50,79.66,27.379,76.65,98.83
950,259.40,94.92,42.805,91.39,105.38
951,245.43,86.44,36.862,85.21,102.92
952,242.71,86.44,32.705,85.79,103.39
953,183.71,52.54,21.742,52.35,80.58
954,313.34,69.49,28.338,67.07,120.89
955,221.35,61.02,21.937,60.44,95.00
956,221.77,94.92,36.027,92.47,89.50
957,196.40,37.29,18.938,37.94,75.31
958,176.58,93.22,32.520,90.12,69.41
959,232.28,71.19,25.986,69.34,98.25
960,237.89,62.71,28.574,61.61,91.11
961,279.62,100.00,41.355,98.88,110.34
962,289.51,100.00,39.746,97.12,113.39
963,306.30,89.83,35.623,86.64,122.92
964,262.85,89.83,31.322,86.80,112.48
965,213.26,91.53,35.528,90.14,93.37
966,177.52,59.32,19.919,59.79,75.80
967,196.56,98.31,42.341,94.53,86.31
968,311.13,40.68,18.120,39.65,128.44
969,254.05,54.24,21.713,54.16,99.97
970,226.26,61.02,24.966,59.89,91.86
971,238.40,96.61,43.620,95.66,104.78
972,224.43,30.51,13.775,30.96,93.22
973,271.02,91.53,31.434,88.08,106.41
974,238.55,61.02,24.659,61.04,93.00
975,250.71,61.02,24.140,58.86,107.70
976,206.65,71.19,29.834,70.25,88.62
977,218.82,74.58,35.624,73.40,91.47
978,316.59,100.00,44.319,97.87,128.06
979,207.58,91.53,34.555,88.07,81.00
980,215.27,69.49,22.979,67.75,91.53
981,240.11,94.92,41.395,93.91,96.42
982,310.80,69.49,23.833,67.86,130.44
983,201.78,98.31,40.918,95.93,89.01
984,254.71,98.31,33.986,95.17,102.46
985,284.71,94.92,42.874,92.89,112.93
986,337.73,100.00,41.781,96.74,138.06
987,243.17,72.88,33.149,72.17,105.17
988,246.57,100.00,39.030,98.22,99.16
989,223.33,86.44,34.770,84.53,86.72
990,206.18,89.83,34.236,88.70,84.44
991,236.75,100.00,45.705,98.36,90.90
992,246.58,72.88,30.273,70.14,94.11
993,236.43,52.54,22.563,51.32,98.25
994,318.94,93.22,34.925,91.21,125.12
995,230.80,100.00,37.767,96.90,98.38
996,309.98,64.41,25.622,62.45,126.16
997,246.37,77.97,31.933,76.88,101.30
998,295.82,98.31,38.657,95.37,124.52
999,195.25,100.00,39.465,97.96,86.97
1000,228.56,77.97,30.397,77.41,99.65
1001,266.31,54.24,19.762,52.47,113.52
1002,322.05,52.54,20.162,52.70,125.90
1003,258.76,66.10,28.067,64.54,110.19
1004,251.21,94.92,40.172,92.71,101.68
1005,201.58,100.00,38.330,97.20,83.68
1006,197.37,86.44,33.624,85.29,89.57
1007,300.74,100.00,35.598,98.65,116.85
1008,271.64,52.54,19.134,50.98,107.38
1009,249.94,81.36,33.157,79.08,106.41
1010,227.04,57.63,26.389,56.33,101.24
1011,211.86,91.53,35.898,88.24,87.39
1012,242.98,91.53,32.220,89.45,97.38
1013,269.42,77.97,36.391,76.33,107.84
1014,182.15,67.80,29.676,65.41,74.19
1015,235.17,86.44,34.112,84.04,102.39
1016,159.35,83.05,32.184,82.64,70.54
1017,220.13,54.24,23.981,53.20,90.26
1018,262.17,23.73,9.793,25.09,105.43
1019,223.13,66.10,25.691,64.50,85.07
1020,287.59,86.44,36.654,85.69,119.26
1021,245.09,100.00,37.576,96.08,96.45
1022,260.15,96.61,33.742,93.25,101.76
1023,228.50,98.31,39.873,97.23,99.56
1024,209.36,71.19,31.414,70.42,81.84
1025,177.11,42.37,16.561,42.37,77.87
1026,234.18,86.44,43.141,84.45,99.30
1027,286.81,91.53,34.050,88.98,117.73
1028,299.87,96.61,39.789,95.04,124.85
1029,231.63,89.83,33.593,89.11,93.92
1030,223.55,100.00,36.547,96.39,93.31
1031,209.47,64.41,26.963,64.47,91.21
1032,266.40,76.27,25.077,74.44,101.59
1033,239.29,77.97,29.671,77.43,94.23
1034,208.52,71.19,26.890,71.31,84.66
1035,248.51,23.73,8.833,25.11,105.17
1036,177.94,42.37,18.981,41.69,77.93
1037,203.21,88.14,30.373,86.10,78.40
1038,202.39,88.14,36.195,85.62,90.19
1039,270.30,72.88,31.458,72.25,114.11
1040,226.90,93.22,36.769,90.03,88.86
1041,238.77,91.53,40.135,90.43,100.06
1042,322.71,50.85,19.451,50.24,137.27
1043,277.39,54.24,20.959,52.33,110.17
1044,172.59,100.00,44.301,96.80,76.58
1045,182.75,96.61,42.689,94.84,72.85
1046,289.60,71.19,25.365,70.98,114.66
1047,301.15,79.66,31.521,76.80,123.17
1048,263.26,83.05,33.794,81.20,102.06
1049,259.13,44.07,17.124,42.71,102.96
1050,239.01,83.05,37.802,81.28,103.09
1051,169.64,83.05,33.215,80.11,68.49
1052,213.08,93.22,39.981,89.95,81.79
1053,250.83,84.75,32.447,83.65,100.16
1054,272.78,79.66,31.365,77.93,115.25
1055,249.28,86.44,30.629,84.93,107.97
1056,231.61,83.05,30.146,82.63,90.14
1057,251.18,76.27,30.129,75.16,100.05
1058,195.24,32.20,11.830,31.70,84.68
1059,263.66,76.27,26.778,74.54,105.14
1060,214.85,64.41,24.061,63.93,84.09
1061,229.31,100.00,39.355,97.76,95.46
1062,221.59,91.53,34.047,88.29,93.76
1063,233.34,77.97,30.802,77.82,101.88
1064,236.35,89.83,40.979,86.51,101.96
1065,307.61,77.97,27.627,76.43,130.46
1066,195.19,61.02,27.225,60.55,81.03
1067,233.20,91.53,33.651,88.80,100.47
1068,219.59,61.02,24.593,58.72,83.57
1069,218.08,84.75,34.327,84.32,95.66
1070,236.29,62.71,24.048,60.41,92.72
1071,210.01,59.32,21.779,57.34,81.18
1072,228.31,100.00,39.710,96.82,99.37
1073,317.11,33.90,10.752,35.24,123.92
1074,200.85,64.41,25.739,62.55,85.97
1075,205.84,77.97,26.840,77.57,83.81
1076,244.56,86.44,32.947,85.25,99.24
1077,248.15,84.75,31.514,81.98,99.00
1078,205.51,96.61,42.867,94.07,87.92
1079,259.53,50.85,16.963,49.75,106.76
1080,226.29,81.36,35.210,80.70,90.71
1081,267.88,100.00,37.986,96.47,110.63
1082,242.86,86.44,31.793,85.79,105.83
1083,282.29,100.00,42.240,98.94,120.70
1084,273.01,91.53,36.387,90.67,109.30
1085,228.42,100.00,33.096,96.30,94.27
1086,239.80,79.66,34.485,77.64,91.86
1087,259.29,100.00,32.976,98.24,113.50
1088,232.52,71.19,29.660,70.04,88.94
1089,260.68,66.10,28.053,64.09,112.54
1090,206.39,96.61,38.514,93.95,86.70
1091,204.28,94.92,34.997,93.21,80.35
1092,244.08,100.00,38.906,96.22,100.85
1093,332.01,66.10,26.312,65.10,127.87
1094,243.53,62.71,23.614,62.60,101.44
1095,208.16,50.85,19.640,50.80,89.39
1096,169.15,62.71,24.366,62.48,71.35
1097,256.54,100.00,33.847,96.63,108.43
1098,219.25,100.00,35.360,97.20,95.84
1099,262.50,55.93,21.317,53.88,110.66
1100,249.25,98.31,39.453,97.33,105.40
1101,263.85,100.00,41.042,97.88,108.83
1102,216.25,100.00,42.868,97.24,96.93
1103,200.22,100.00,49.906,96.60,76.56
1104,263.60,100.00,27.914,96.63,110.74
1105,227.09,61.02,26.908,59.25,93.73
1106,251.73,100.00,40.711,98.17,101.47
1107,197.14,94.92,39.548,92.36,84.26
1108,185.57,59.32,20.086,58.26,77.72
1109,224.37,91.53,35.640,90.72,99.11
1110,224.68,84.75,37.100,83.38,87.38
1111,227.55,89.83,37.583,88.27,99.82
1112,220.87,93.22,36.017,91.76,84.16
1113,287.32,91.53,30.936,89.18,113.22
1114,215.12,100.00,37.729,96.40,87.37
1115,214.27,100.00,42.738,97.69,84.84
1116,289.81,86.44,30.090,85.83,121.62
1117,249.16,83.05,31.606,82.09,104.85
1118,251.82,100.00,43.163,98.70,108.48
1119,251.61,72.88,32.066,72.02,107.38
1120,266.92,100.00,42.431,96.96,108.73
1121,232.08,89.83,41.419,87.01,99.06
1122,267.04,100.00,47.000,98.53,114.04
1123,300.35,88.14,33.409,87.57,115.59
1124,293.02,69.49,25.135,67.35,121.31
1125,241.00,88.14,34.305,85.62,106.53
1126,222.17,72.88,27.802,70.58,99.00
1127,223.40,100.00,42.978,97.58,94.69
1128,262.25,84.75,33.055,84.02,102.51
1129,218.99,96.61,39.298,95.59,93.85
1130,257.65,94.92,37.756,91.24,108.66
1131,263.64,98.31,34.981,96.26,110.17
1132,200.55,71.19,24.822,70.51,77.60
1133,231.54,83.05,33.633,82.14,99.50
1134,239.01,96.61,42.003,94.94,96.86
1135,270.58,89.83,33.017,87.80,111.70
1136,227.76,100.00,42.920,98.68,93.16
1137,229.20,91.53,29.843,88.46,101.23
1138,211.46,81.36,28.577,80.95,81.49
1139,235.09,62.71,22.622,62.71,92.10
1140,191.63,86.44,36.087,83.07,84.35
1141,197.74,69.49,27.955,68.62,75.99
1142,261.35,93.22,34.272,91.46,108.97
1143,244.34,52.54,21.137,52.37,94.47
1144,291.47,81.36,36.771,79.54,119.90
1145,268.72,84.75,37.255,81.94,107.38
1146,237.79,37.29,20.697,38.49,90.57
1147,196.87,86.44,38.028,85.46,80.95
1148,234.49,83.05,37.388,80.22,104.02
1149,200.18,64.41,27.051,63.33,82.69
1150,244.58,93.22,34.192,90.97,96.31
1151,280.39,91.53,33.732,87.88,112.13
1152,214.82,74.58,31.832,72.20,81.79
1153,245.20,49.15,20.161,49.11,101.00
1154,235.97,79.66,32.127,79.34,101.20
1155,209.27,84.75,34.972,82.29,87.72
1156,299.23,83.05,32.115,81.92,125.16
1157,143.62,47.46,18.458,47.07,65.41
1158,257.65,100.00,41.659,96.48,106.84
1159,224.91,100.00,43.168,98.13,100.17
1160,276.62,94.92,31.095,93.04,110.38
1161,194.22,35.59,11.647,34.97,85.70
1162,245.11,77.97,35.254,76.66,100.82
1163,219.08,100.00,39.327,98.08,97.50
1164,206.07,57.63,22.540,55.76,88.53
1165,275.98,28.81,9.779,27.98,112.51
1166,235.01,61.02,23.450,59.61,103.57
1167,246.99,86.44,37.332,84.54,104.55
1168,269.37,94.92,38.767,92.31,106.09
1169,236.79,91.53,33.237,88.75,97.04
1170,234.57,98.31,42.002,97.07,94.17
1171,186.70,71.19,27.737,69.39,72.07
1172,174.89,96.61,37.871,94.40,69.50
1173,288.26,98.31,40.426,95.20,112.45
1174,271.27,94.92,36.058,93.13,110.65
1175,263.09,64.41,26.432,64.53,112.03
1176,240.23,100.00,40.538,96.09,96.00
1177,237.45,72.88,29.235,71.15,100.30
1178,264.78,93.22,38.207,91.71,114.58
1179,213.01,61.02,21.466,60.20,83.65
1180,256.05,96.61,36.885,95.37,107.59
1181,245.96,91.53,34.907,88.94,105.37
1182,270.10,91.53,31.335,88.17,113.10
1183,256.02,79.66,33.635,79.16,100.42
1184,269.40,76.27,32.760,74.40,106.89
1185,243.88,98.31,41.286,96.19,97.19
1186,204.53,84.75,30.412,83.15,84.58
1187,177.74,52.54,19.695,51.63,71.91
1188,247.34,47.46,20.571,47.25,105.44
1189,202.49,38.98,13.707,37.93,79.64
1190,260.24,77.97,33.517,75.42,111.65
1191,190.30,93.22,46.122,90.56,78.02
1192,234.03,100.00,37.450,98.58,101.26
1193,156.90,30.51,8.657,31.45,69.42
1194,244.27,100.00,37.748,97.02,94.35
1195,317.13,33.90,11.507,34.05,134.20
1196,319.21,64.41,24.598,63.21,129.22
1197,148.82,30.51,12.699,31.74,59.31
1198,218.66,100.00,36.742,97.71,94.52
1199,214.69,67.80,26.305,65.15,82.28
1200,223.87,57.63,19.357,55.33,87.02
1201,252.40,94.92,34.905,93.09,98.11
1202,193.54,93.22,32.345,91.15,86.05
1203,220.58,57.63,23.099,57.09,98.75
1204,276.70,33.90,11.850,33.63,105.71
1205,312.85,55.93,21.851,55.92,120.08
1206,237.59,96.61,36.457,93.48,101.35
1207,218.08,55.93,19.934,56.49,90.24
1208,229.04,100.00,33.294,96.39,94.10
1209,198.96,100.00,39.718,96.91,85.82
1210,207.67,98.31,38.502,97.14,91.63
1211,284.09,62.71,23.376,62.68,117.84
1212,258.02,93.22,36.240,91.64,107.52
1213,197.70,98.31,37.633,95.75,89.33
1214,278.93,71.19,35.462,68.84,114.58
1215,247.12,98.31,35.240,96.49,106.55
1216,263.83,98.31,37.471,95.25,107.67
1217,218.82,79.66,27.598,77.42,85.11
1218,225.91,98.31,41.937,94.74,88.79
1219,228.53,96.61,40.554,93.29,89.34
1220,158.17,72.88,29.343,69.97,68.66
1221,228.63,94.92,30.678,92.86,93.08
1222,259.45,88.14,32.584,86.39,113.06
1223,243.01,57.63,25.340,55.81,105.26
1224,268.79,40.68,17.308,39.47,105.70
1225,282.62,88.14,30.498,85.83,114.33
1226,247.75,72.88,27.950,72.29,95.94
1227,238.33,40.68,16.993,40.34,100.36
1228,268.24,55.93,17.811,54.41,109.21
1229,233.00,71.19,25.212,69.79,92.69
1230,210.59,88.14,33.613,86.82,93.21
1231,216.75,89.83,35.480,88.59,93.37
1232,195.58,57.63,24.161,56.02,76.93
1233,208.32,91.53,38.229,89.70,93.92
1234,280.08,94.92,41.445,93.85,114.86
1235,207.73,100.00,32.733,96.61,80.60
1236,187.94,67.80,25.348,65.65,73.67
1237,218.43,47.46,19.567,46.39,90.54
1238,274.53,100.00,40.404,96.59,109.52
1239,236.15,100.00,40.175,97.58,95.27
1240,234.42,98.31,43.895,95.10,101.49
1241,264.77,62.71,28.726,63.20,103.90
1242,221.86,79.66,31.075,77.93,90.00
1243,245.04,96.61,39.045,94.81,94.98
1244,252.93,100.00,31.437,98.11,97.07
1245,242.79,86.44,44.647,84.23,93.82
1246,213.54,66.10,23.682,65.46,84.22
1247,238.63,33.90,16.024,34.00,101.26
1248,229.06,62.71,24.101,61.87,93.82
1249,249.09,100.00,40.135,97.17,108.37
1250,219.89,98.31,35.111,95.66,94.72
1251,256.18,44.07,19.046,43.47,110.28
1252,180.26,86.44,36.747,85.14,73.78
1253,318.88,100.00,48.116,97.84,127.18
1254,292.75,50.85,14.501,50.15,115.54
1255,208.15,79.66,27.213,79.20,86.74
1256,232.24,100.00,42.949,98.49,92.45
